transaction_id,customer_id,transaction_date,store_id,total_amount,payment_method,loyalty_card,status
TX_00012183,,2024-10-07,TIENDA_002,81.8,CASH,False,COMPLETED
TX_00012184,,2024-10-07,TIENDA_002,554.15,CASH,False,COMPLETED
TX_00012185,CUST_01344,2024-10-08,TIENDA_002,129.53,DIGITAL,True,COMPLETED
TX_00012186,,2024-10-08,TIENDA_002,1015.19,CASH,False,COMPLETED
TX_00012187,,2024-10-08,TIENDA_002,36.39,CARD,False,COMPLETED
TX_00012188,,2024-10-08,TIENDA_002,137.39,CARD,False,COMPLETED
TX_00012189,,2024-10-08,TIENDA_002,51.76,CARD,False,COMPLETED
TX_00012190,,2024-10-08,TIENDA_002,670.44,CARD,False,COMPLETED
TX_00012191,,2024-10-08,TIENDA_002,137.02,CARD,False,COMPLETED
TX_00012192,CUST_00393,2024-10-08,TIENDA_002,564.06,CARD,True,COMPLETED
TX_00012193,CUST_01876,2024-10-08,TIENDA_002,179.8,CARD,True,COMPLETED
TX_00012194,,2024-10-08,TIENDA_002,349.37,CASH,False,COMPLETED
TX_00012195,,2024-10-08,TIENDA_002,566.66,CARD,False,COMPLETED
TX_00012196,CUST_00563,2024-10-08,TIENDA_002,426.5,CARD,True,COMPLETED
TX_00012197,,2024-10-08,TIENDA_002,153.36,CASH,False,COMPLETED
TX_00012198,CUST_02891,2024-10-09,TIENDA_002,309.55,CASH,True,COMPLETED
TX_00012199,,2024-10-09,TIENDA_002,428.9,CARD,False,COMPLETED
TX_00012200,CUST_01046,2024-10-09,TIENDA_002,218.82,CARD,True,COMPLETED
TX_00012201,CUST_02717,2024-10-09,TIENDA_002,65.13,CARD,True,COMPLETED
TX_00012202,,2024-10-09,TIENDA_002,73.74,DIGITAL,False,COMPLETED
TX_00012203,,2024-10-09,TIENDA_002,64.08,DIGITAL,False,COMPLETED
TX_00012204,,2024-10-09,TIENDA_002,298.69,CARD,False,COMPLETED
TX_00012205,,2024-10-09,TIENDA_002,86.13,DIGITAL,False,COMPLETED
TX_00012206,CUST_00755,2024-10-09,TIENDA_002,51.91,CARD,True,COMPLETED
TX_00012207,,2024-10-09,TIENDA_002,55.63,CARD,False,COMPLETED
TX_00012208,,2024-10-09,TIENDA_002,587.35,CARD,False,COMPLETED
TX_00012209,,2024-10-09,TIENDA_002,23.84,CASH,False,COMPLETED
TX_00012210,,2024-10-09,TIENDA_002,19.86,CASH,False,COMPLETED
TX_00012211,,2024-10-09,TIENDA_002,609.13,CARD,False,COMPLETED
TX_00012212,,2024-10-09,TIENDA_002,197.72,CARD,False,COMPLETED
TX_00012213,CUST_02360,2024-10-09,TIENDA_002,88.99,CARD,True,COMPLETED
TX_00012214,,2024-10-09,TIENDA_002,1073.57,DIGITAL,False,COMPLETED
TX_00012215,CUST_02827,2024-10-09,TIENDA_002,10.87,CARD,True,COMPLETED
TX_00012216,,2024-10-09,TIENDA_002,52.04,CASH,False,COMPLETED
TX_00012217,,2024-10-10,TIENDA_002,45.24,DIGITAL,False,COMPLETED
TX_00012218,CUST_00439,2024-10-10,TIENDA_002,145.0,CASH,True,COMPLETED
TX_00012219,CUST_01115,2024-10-10,TIENDA_002,18.86,CARD,True,COMPLETED
TX_00012220,,2024-10-10,TIENDA_002,275.54,DIGITAL,False,COMPLETED
TX_00012221,CUST_01550,2024-10-10,TIENDA_002,1248.69,CASH,True,COMPLETED
TX_00012222,CUST_01228,2024-10-10,TIENDA_002,33.01,CASH,True,COMPLETED
TX_00012223,,2024-10-10,TIENDA_002,79.84,CARD,False,COMPLETED
TX_00012224,CUST_01177,2024-10-10,TIENDA_002,189.96,CASH,True,COMPLETED
TX_00012225,CUST_01757,2024-10-10,TIENDA_002,190.15,CASH,True,COMPLETED
TX_00012226,,2024-10-10,TIENDA_002,503.95,CASH,False,COMPLETED
TX_00012227,,2024-10-10,TIENDA_002,67.07,CASH,False,COMPLETED
TX_00012228,CUST_01630,2024-10-10,TIENDA_002,61.28,CARD,True,COMPLETED
TX_00012229,,2024-10-10,TIENDA_002,497.18,CARD,False,COMPLETED
TX_00012230,CUST_02664,2024-10-11,TIENDA_002,637.06,CASH,True,COMPLETED
TX_00012231,,2024-10-11,TIENDA_002,461.82,DIGITAL,False,COMPLETED
TX_00012232,CUST_02168,2024-10-11,TIENDA_002,227.1,CASH,True,COMPLETED
TX_00012233,,2024-10-11,TIENDA_002,108.69,CARD,False,COMPLETED
TX_00012234,CUST_01001,2024-10-11,TIENDA_002,941.67,DIGITAL,True,COMPLETED
TX_00012235,,2024-10-11,TIENDA_002,96.91,CARD,False,COMPLETED
TX_00012236,CUST_00795,2024-10-11,TIENDA_002,221.57,CASH,True,COMPLETED
TX_00012237,,2024-10-11,TIENDA_002,196.72,CARD,False,COMPLETED
TX_00012238,,2024-10-11,TIENDA_002,195.9,CASH,False,COMPLETED
TX_00012239,CUST_00483,2024-10-11,TIENDA_002,370.74,CASH,True,COMPLETED
TX_00012240,CUST_02238,2024-10-11,TIENDA_002,293.57,CARD,True,COMPLETED
TX_00012241,,2024-10-11,TIENDA_002,51.57,CARD,False,COMPLETED
TX_00012242,,2024-10-11,TIENDA_002,864.79,CASH,False,COMPLETED
TX_00012243,,2024-10-11,TIENDA_002,312.13,CASH,False,COMPLETED
TX_00012244,,2024-10-11,TIENDA_002,51.07,CARD,False,COMPLETED
TX_00012245,CUST_02926,2024-10-11,TIENDA_002,1468.91,CASH,True,COMPLETED
TX_00012246,,2024-10-11,TIENDA_002,66.02,CARD,False,COMPLETED
TX_00012247,,2024-10-11,TIENDA_002,91.75,DIGITAL,False,COMPLETED
TX_00012248,,2024-10-12,TIENDA_002,89.47,CARD,False,COMPLETED
TX_00012249,,2024-10-12,TIENDA_002,1285.88,CARD,False,COMPLETED
TX_00012250,CUST_02878,2024-10-12,TIENDA_002,282.37,DIGITAL,True,COMPLETED
TX_00012251,,2024-10-12,TIENDA_002,184.81,CARD,False,COMPLETED
TX_00012252,,2024-10-12,TIENDA_002,200.76,CARD,False,COMPLETED
TX_00012253,,2024-10-12,TIENDA_002,91.99,CARD,False,COMPLETED
TX_00012254,CUST_00495,2024-10-12,TIENDA_002,48.0,CARD,True,COMPLETED
TX_00012255,CUST_02875,2024-10-12,TIENDA_002,41.36,CARD,True,COMPLETED
TX_00012256,,2024-10-12,TIENDA_002,11.16,CASH,False,COMPLETED
TX_00012257,CUST_01447,2024-10-12,TIENDA_002,39.41,CARD,True,COMPLETED
TX_00012258,,2024-10-13,TIENDA_002,174.73,CARD,False,COMPLETED
TX_00012259,,2024-10-13,TIENDA_002,81.51,CASH,False,COMPLETED
TX_00012260,CUST_00652,2024-10-13,TIENDA_002,850.85,CASH,True,COMPLETED
TX_00012261,,2024-10-13,TIENDA_002,1243.28,DIGITAL,False,COMPLETED
TX_00012262,CUST_00739,2024-10-13,TIENDA_002,92.93,CARD,True,COMPLETED
TX_00012263,,2024-10-13,TIENDA_002,90.41,CASH,False,COMPLETED
TX_00012264,,2024-10-13,TIENDA_002,77.03,CASH,False,RETURNED
TX_00012265,CUST_00917,2024-10-13,TIENDA_002,131.09,CARD,True,COMPLETED
TX_00012266,CUST_01898,2024-10-13,TIENDA_002,8.52,CARD,True,COMPLETED
TX_00012267,CUST_01067,2024-10-13,TIENDA_002,162.62,CARD,True,COMPLETED
TX_00012268,,2024-10-13,TIENDA_002,162.1,CASH,False,COMPLETED
TX_00012269,,2024-10-13,TIENDA_002,40.61,CARD,False,COMPLETED
TX_00012270,CUST_00297,2024-10-13,TIENDA_002,346.79,CARD,True,COMPLETED
TX_00012271,,2024-10-13,TIENDA_002,53.13,CARD,False,COMPLETED
TX_00012272,,2024-10-13,TIENDA_002,345.71,DIGITAL,False,COMPLETED
TX_00012273,CUST_00318,2024-10-14,TIENDA_002,57.08,CASH,True,COMPLETED
TX_00012274,CUST_02972,2024-10-14,TIENDA_002,89.52,CASH,True,COMPLETED
TX_00012275,,2024-10-14,TIENDA_002,2103.92,CASH,False,COMPLETED
TX_00012276,,2024-10-14,TIENDA_002,264.21,CARD,False,COMPLETED
TX_00012277,CUST_00109,2024-10-14,TIENDA_002,23.59,CASH,True,COMPLETED
TX_00012278,,2024-10-14,TIENDA_002,146.97,CASH,False,COMPLETED
TX_00012279,CUST_01686,2024-10-14,TIENDA_002,538.63,DIGITAL,True,COMPLETED
TX_00012280,,2024-10-14,TIENDA_002,55.3,CARD,False,COMPLETED
TX_00012281,CUST_01087,2024-10-14,TIENDA_002,113.36,DIGITAL,True,COMPLETED
TX_00012282,CUST_01042,2024-10-14,TIENDA_002,108.84,CARD,True,COMPLETED
TX_00012283,,2024-10-14,TIENDA_002,76.12,DIGITAL,False,COMPLETED
TX_00012284,,2024-10-14,TIENDA_002,134.53,CASH,False,COMPLETED
TX_00012285,CUST_00122,2024-10-14,TIENDA_002,224.94,DIGITAL,True,COMPLETED
TX_00012286,,2024-10-14,TIENDA_002,248.99,CASH,False,COMPLETED
TX_00012287,,2024-10-14,TIENDA_002,99.84,CARD,False,COMPLETED
TX_00012288,,2024-10-14,TIENDA_002,473.01,CARD,False,COMPLETED
TX_00012289,CUST_00865,2024-10-15,TIENDA_002,106.17,CARD,True,COMPLETED
TX_00012290,,2024-10-15,TIENDA_002,204.83,CARD,False,COMPLETED
TX_00012291,,2024-10-15,TIENDA_002,48.11,CARD,False,COMPLETED
TX_00012292,,2024-10-15,TIENDA_002,90.6,CARD,False,COMPLETED
TX_00012293,,2024-10-15,TIENDA_002,496.99,CASH,False,COMPLETED
TX_00012294,CUST_02218,2024-10-15,TIENDA_002,37.4,CASH,True,COMPLETED
TX_00012295,CUST_00912,2024-10-15,TIENDA_002,250.98,CARD,True,COMPLETED
TX_00012296,,2024-10-15,TIENDA_002,26.49,CARD,False,COMPLETED
TX_00012297,,2024-10-15,TIENDA_002,51.04,CASH,False,COMPLETED
TX_00012298,CUST_00266,2024-10-15,TIENDA_002,36.34,CASH,True,COMPLETED
TX_00012299,,2024-10-15,TIENDA_002,35.36,CASH,False,COMPLETED
TX_00012300,,2024-10-15,TIENDA_002,368.97,CARD,False,COMPLETED
TX_00012301,CUST_00968,2024-10-15,TIENDA_002,133.09,DIGITAL,True,COMPLETED
TX_00012302,CUST_01533,2024-10-15,TIENDA_002,419.34,CASH,True,COMPLETED
TX_00012303,CUST_00180,2024-10-15,TIENDA_002,17.88,CARD,True,COMPLETED
TX_00012304,,2024-10-15,TIENDA_002,249.7,DIGITAL,False,COMPLETED
TX_00012305,,2024-10-15,TIENDA_002,548.54,CARD,False,COMPLETED
TX_00012306,CUST_01168,2024-10-15,TIENDA_002,24.72,CARD,True,COMPLETED
TX_00012307,CUST_02572,2024-10-15,TIENDA_002,431.15,CASH,True,COMPLETED
TX_00012308,,2024-10-15,TIENDA_002,87.76,CARD,False,COMPLETED
TX_00012309,,2024-10-15,TIENDA_002,46.05,CASH,False,COMPLETED
TX_00012310,,2024-10-15,TIENDA_002,60.08,DIGITAL,False,RETURNED
TX_00012311,,2024-10-15,TIENDA_002,213.48,CASH,False,COMPLETED
TX_00012312,,2024-10-15,TIENDA_002,197.8,CARD,False,COMPLETED
TX_00012313,,2024-10-15,TIENDA_002,153.68,CARD,False,COMPLETED
TX_00012314,,2024-10-15,TIENDA_002,73.14,DIGITAL,False,COMPLETED
TX_00012315,,2024-10-15,TIENDA_002,184.52,CARD,False,COMPLETED
TX_00012316,,2024-10-15,TIENDA_002,769.36,CARD,False,COMPLETED
TX_00012317,,2024-10-15,TIENDA_002,145.2,CASH,False,COMPLETED
TX_00012318,,2024-10-15,TIENDA_002,115.89,CASH,False,COMPLETED
TX_00012319,,2024-10-16,TIENDA_002,1196.78,CASH,False,COMPLETED
TX_00012320,,2024-10-16,TIENDA_002,481.48,DIGITAL,False,COMPLETED
TX_00012321,CUST_00419,2024-10-16,TIENDA_002,32.55,CARD,True,COMPLETED
TX_00012322,,2024-10-16,TIENDA_002,208.8,DIGITAL,False,COMPLETED
TX_00012323,CUST_02362,2024-10-16,TIENDA_002,127.15,CARD,True,COMPLETED
TX_00012324,,2024-10-16,TIENDA_002,1042.98,CASH,False,COMPLETED
TX_00012325,,2024-10-16,TIENDA_002,267.72,CARD,False,COMPLETED
TX_00012326,,2024-10-16,TIENDA_002,929.88,CARD,False,COMPLETED
TX_00012327,CUST_02702,2024-10-16,TIENDA_002,112.22,CARD,True,COMPLETED
TX_00012328,CUST_01107,2024-10-16,TIENDA_002,189.46,CASH,True,COMPLETED
TX_00012329,CUST_01278,2024-10-16,TIENDA_002,183.64,CASH,True,COMPLETED
TX_00012330,CUST_01766,2024-10-16,TIENDA_002,171.11,CARD,True,COMPLETED
TX_00012331,CUST_02172,2024-10-16,TIENDA_002,54.91,CARD,True,COMPLETED
TX_00012332,,2024-10-16,TIENDA_002,594.14,CARD,False,COMPLETED
TX_00012333,,2024-10-16,TIENDA_002,154.9,CASH,False,COMPLETED
TX_00012334,,2024-10-17,TIENDA_002,27.96,CARD,False,COMPLETED
TX_00012335,CUST_01653,2024-10-17,TIENDA_002,534.27,DIGITAL,True,COMPLETED
TX_00012336,,2024-10-17,TIENDA_002,69.55,CARD,False,COMPLETED
TX_00012337,CUST_02612,2024-10-17,TIENDA_002,272.76,CARD,True,COMPLETED
TX_00012338,,2024-10-17,TIENDA_002,1755.27,CASH,False,COMPLETED
TX_00012339,CUST_00644,2024-10-17,TIENDA_002,27.05,CARD,True,COMPLETED
TX_00012340,CUST_02258,2024-10-17,TIENDA_002,368.75,CASH,True,COMPLETED
TX_00012341,CUST_01704,2024-10-17,TIENDA_002,68.78,CARD,True,COMPLETED
TX_00012342,,2024-10-17,TIENDA_002,69.23,CASH,False,COMPLETED
TX_00012343,CUST_01050,2024-10-17,TIENDA_002,698.98,CASH,True,COMPLETED
TX_00012344,CUST_00702,2024-10-17,TIENDA_002,505.32,CASH,True,COMPLETED
TX_00012345,CUST_02444,2024-10-17,TIENDA_002,147.34,CARD,True,COMPLETED
TX_00012346,,2024-10-17,TIENDA_002,612.55,CASH,False,RETURNED
TX_00012347,CUST_02235,2024-10-18,TIENDA_002,915.31,CARD,True,COMPLETED
TX_00012348,,2024-10-18,TIENDA_002,73.77,CASH,False,COMPLETED
TX_00012349,,2024-10-18,TIENDA_002,176.87,CARD,False,COMPLETED
TX_00012350,,2024-10-18,TIENDA_002,66.28,CARD,False,COMPLETED
TX_00012351,,2024-10-18,TIENDA_002,302.75,CARD,False,COMPLETED
TX_00012352,CUST_00937,2024-10-18,TIENDA_002,741.03,CARD,True,COMPLETED
TX_00012353,,2024-10-18,TIENDA_002,172.22,CARD,False,COMPLETED
TX_00012354,CUST_02364,2024-10-18,TIENDA_002,1594.06,CASH,True,COMPLETED
TX_00012355,,2024-10-18,TIENDA_002,469.06,CARD,False,COMPLETED
TX_00012356,CUST_00307,2024-10-18,TIENDA_002,169.6,DIGITAL,True,COMPLETED
TX_00012357,,2024-10-18,TIENDA_002,4.42,DIGITAL,False,COMPLETED
TX_00012358,,2024-10-18,TIENDA_002,258.28,CARD,False,COMPLETED
TX_00012359,,2024-10-18,TIENDA_002,135.09,CARD,False,COMPLETED
TX_00012360,,2024-10-18,TIENDA_002,182.98,CARD,False,COMPLETED
TX_00012361,,2024-10-18,TIENDA_002,48.1,CARD,False,COMPLETED
TX_00012362,,2024-10-18,TIENDA_002,1516.76,CARD,False,COMPLETED
TX_00012363,CUST_02328,2024-10-18,TIENDA_002,76.95,CASH,True,COMPLETED
TX_00012364,CUST_00674,2024-10-18,TIENDA_002,167.33,CASH,True,COMPLETED
TX_00012365,CUST_00278,2024-10-18,TIENDA_002,456.69,CARD,True,COMPLETED
TX_00012366,,2024-10-19,TIENDA_002,257.97,CARD,False,COMPLETED
TX_00012367,CUST_00165,2024-10-19,TIENDA_002,298.42,CASH,True,COMPLETED
TX_00012368,CUST_01019,2024-10-19,TIENDA_002,640.3,CASH,True,COMPLETED
TX_00012369,,2024-10-19,TIENDA_002,1220.77,CASH,False,COMPLETED
TX_00012370,,2024-10-19,TIENDA_002,26.8,CARD,False,COMPLETED
TX_00012371,,2024-10-19,TIENDA_002,67.67,CARD,False,COMPLETED
TX_00012372,CUST_01820,2024-10-19,TIENDA_002,1228.86,CASH,True,COMPLETED
TX_00012373,,2024-10-19,TIENDA_002,371.69,CARD,False,COMPLETED
TX_00012374,CUST_02629,2024-10-19,TIENDA_002,120.39,CARD,True,COMPLETED
TX_00012375,CUST_02011,2024-10-19,TIENDA_002,147.43,CARD,True,COMPLETED
TX_00012376,,2024-10-19,TIENDA_002,118.93,DIGITAL,False,COMPLETED
TX_00012377,,2024-10-19,TIENDA_002,42.62,DIGITAL,False,COMPLETED
TX_00012378,CUST_00966,2024-10-19,TIENDA_002,16.89,CARD,True,COMPLETED
TX_00012379,CUST_00445,2024-10-19,TIENDA_002,433.81,CARD,True,COMPLETED
TX_00012380,CUST_01747,2024-10-19,TIENDA_002,76.11,CASH,True,COMPLETED
TX_00012381,,2024-10-19,TIENDA_002,877.22,CASH,False,COMPLETED
TX_00012382,CUST_01753,2024-10-19,TIENDA_002,147.71,CARD,True,COMPLETED
TX_00012383,CUST_01262,2024-10-19,TIENDA_002,105.27,CASH,True,COMPLETED
TX_00012384,,2024-10-19,TIENDA_002,65.44,CARD,False,COMPLETED
TX_00012385,,2024-10-19,TIENDA_002,379.17,CARD,False,COMPLETED
TX_00012386,,2024-10-20,TIENDA_002,155.84,CARD,False,COMPLETED
TX_00012387,,2024-10-20,TIENDA_002,153.39,CARD,False,COMPLETED
TX_00012388,,2024-10-20,TIENDA_002,118.61,CARD,False,COMPLETED
TX_00012389,CUST_02859,2024-10-20,TIENDA_002,27.72,CASH,True,COMPLETED
TX_00012390,CUST_01638,2024-10-20,TIENDA_002,473.55,CASH,True,COMPLETED
TX_00012391,,2024-10-20,TIENDA_002,181.78,CARD,False,COMPLETED
TX_00012392,CUST_01701,2024-10-20,TIENDA_002,110.79,CARD,True,COMPLETED
TX_00012393,,2024-10-20,TIENDA_002,104.84,CARD,False,COMPLETED
TX_00012394,CUST_01701,2024-10-20,TIENDA_002,865.5,CASH,True,COMPLETED
TX_00012395,CUST_00918,2024-10-20,TIENDA_002,228.71,CARD,True,COMPLETED
TX_00012396,,2024-10-20,TIENDA_002,984.0,DIGITAL,False,COMPLETED
TX_00012397,CUST_00058,2024-10-20,TIENDA_002,195.71,CARD,True,COMPLETED
TX_00012398,CUST_02202,2024-10-20,TIENDA_002,569.8,CARD,True,COMPLETED
TX_00012399,,2024-10-20,TIENDA_002,1139.83,DIGITAL,False,COMPLETED
TX_00012400,,2024-10-20,TIENDA_002,87.09,CASH,False,COMPLETED
TX_00012401,,2024-10-20,TIENDA_002,220.83,DIGITAL,False,COMPLETED
TX_00012402,,2024-10-20,TIENDA_002,13.52,CARD,False,COMPLETED
TX_00012403,,2024-10-20,TIENDA_002,137.74,CARD,False,COMPLETED
TX_00012404,,2024-10-20,TIENDA_002,732.45,CARD,False,COMPLETED
TX_00012405,CUST_00621,2024-10-20,TIENDA_002,20.49,CASH,True,COMPLETED
TX_00012406,CUST_00071,2024-10-20,TIENDA_002,99.21,CASH,True,COMPLETED
TX_00012407,,2024-10-21,TIENDA_002,1072.17,CARD,False,COMPLETED
TX_00012408,CUST_01145,2024-10-21,TIENDA_002,108.75,CASH,True,COMPLETED
TX_00012409,,2024-10-21,TIENDA_002,213.97,DIGITAL,False,COMPLETED
TX_00012410,,2024-10-21,TIENDA_002,387.83,CARD,False,COMPLETED
TX_00012411,CUST_01766,2024-10-21,TIENDA_002,306.58,CARD,True,COMPLETED
TX_00012412,,2024-10-21,TIENDA_002,102.6,CARD,False,COMPLETED
TX_00012413,,2024-10-21,TIENDA_002,1124.63,CASH,False,COMPLETED
TX_00012414,CUST_01869,2024-10-21,TIENDA_002,210.81,CARD,True,COMPLETED
TX_00012415,CUST_00001,2024-10-21,TIENDA_002,78.43,CASH,True,COMPLETED
TX_00012416,,2024-10-21,TIENDA_002,152.81,CARD,False,COMPLETED
TX_00012417,,2024-10-21,TIENDA_002,207.42,CASH,False,COMPLETED
TX_00012418,,2024-10-21,TIENDA_002,171.07,CASH,False,COMPLETED
TX_00012419,,2024-10-21,TIENDA_002,3.58,CARD,False,COMPLETED
TX_00012420,,2024-10-21,TIENDA_002,496.07,CASH,False,COMPLETED
TX_00012421,CUST_00516,2024-10-21,TIENDA_002,68.45,CASH,True,COMPLETED
TX_00012422,CUST_02390,2024-10-21,TIENDA_002,26.84,CARD,True,COMPLETED
TX_00012423,,2024-10-21,TIENDA_002,930.78,CASH,False,COMPLETED
TX_00012424,,2024-10-21,TIENDA_002,91.06,CASH,False,COMPLETED
TX_00012425,,2024-10-22,TIENDA_002,69.79,CARD,False,COMPLETED
TX_00012426,CUST_01604,2024-10-22,TIENDA_002,80.74,DIGITAL,True,COMPLETED
TX_00012427,,2024-10-22,TIENDA_002,86.82,CASH,False,COMPLETED
TX_00012428,,2024-10-22,TIENDA_002,219.43,CARD,False,COMPLETED
TX_00012429,CUST_02973,2024-10-22,TIENDA_002,76.68,CARD,True,COMPLETED
TX_00012430,CUST_01477,2024-10-22,TIENDA_002,278.61,CARD,True,COMPLETED
TX_00012431,,2024-10-22,TIENDA_002,1451.31,CARD,False,COMPLETED
TX_00012432,,2024-10-22,TIENDA_002,145.05,CASH,False,COMPLETED
TX_00012433,,2024-10-22,TIENDA_002,379.79,CARD,False,COMPLETED
TX_00012434,,2024-10-23,TIENDA_002,139.05,CARD,False,COMPLETED
TX_00012435,CUST_02970,2024-10-23,TIENDA_002,192.42,CASH,True,COMPLETED
TX_00012436,,2024-10-23,TIENDA_002,2027.04,CASH,False,COMPLETED
TX_00012437,CUST_02736,2024-10-23,TIENDA_002,220.04,CARD,True,COMPLETED
TX_00012438,,2024-10-23,TIENDA_002,377.07,CARD,False,COMPLETED
TX_00012439,,2024-10-23,TIENDA_002,22.22,CASH,False,COMPLETED
TX_00012440,,2024-10-23,TIENDA_002,975.89,CASH,False,COMPLETED
TX_00012441,CUST_00531,2024-10-23,TIENDA_002,393.71,CARD,True,COMPLETED
TX_00012442,,2024-10-23,TIENDA_002,375.94,CASH,False,COMPLETED
TX_00012443,,2024-10-23,TIENDA_002,48.65,CARD,False,COMPLETED
TX_00012444,CUST_00887,2024-10-23,TIENDA_002,558.5,DIGITAL,True,COMPLETED
TX_00012445,,2024-10-23,TIENDA_002,206.95,CARD,False,COMPLETED
TX_00012446,CUST_00439,2024-10-23,TIENDA_002,60.97,CASH,True,RETURNED
TX_00012447,CUST_02180,2024-10-24,TIENDA_002,152.69,CASH,True,COMPLETED
TX_00012448,CUST_02911,2024-10-24,TIENDA_002,316.65,CARD,True,COMPLETED
TX_00012449,,2024-10-24,TIENDA_002,79.06,CARD,False,COMPLETED
TX_00012450,,2024-10-24,TIENDA_002,20.96,CARD,False,COMPLETED
TX_00012451,,2024-10-24,TIENDA_002,73.8,CASH,False,COMPLETED
TX_00012452,,2024-10-24,TIENDA_002,96.67,CARD,False,COMPLETED
TX_00012453,,2024-10-24,TIENDA_002,44.02,CARD,False,COMPLETED
TX_00012454,,2024-10-24,TIENDA_002,27.79,CARD,False,COMPLETED
TX_00012455,,2024-10-24,TIENDA_002,235.54,CASH,False,COMPLETED
TX_00012456,CUST_01409,2024-10-24,TIENDA_002,1322.87,DIGITAL,True,COMPLETED
TX_00012457,CUST_02539,2024-10-24,TIENDA_002,524.83,CARD,True,COMPLETED
TX_00012458,CUST_02423,2024-10-24,TIENDA_002,407.34,CARD,True,COMPLETED
TX_00012459,CUST_01549,2024-10-24,TIENDA_002,155.23,CARD,True,COMPLETED
TX_00012460,CUST_02133,2024-10-25,TIENDA_002,202.66,CASH,True,COMPLETED
TX_00012461,,2024-10-25,TIENDA_002,171.31,CASH,False,COMPLETED
TX_00012462,,2024-10-25,TIENDA_002,1316.05,CARD,False,COMPLETED
TX_00012463,CUST_00496,2024-10-25,TIENDA_002,145.98,CARD,True,COMPLETED
TX_00012464,,2024-10-25,TIENDA_002,222.15,CASH,False,COMPLETED
TX_00012465,,2024-10-25,TIENDA_002,222.69,DIGITAL,False,COMPLETED
TX_00012466,CUST_01385,2024-10-25,TIENDA_002,249.32,CASH,True,COMPLETED
TX_00012467,CUST_00395,2024-10-25,TIENDA_002,290.36,CASH,True,COMPLETED
TX_00012468,,2024-10-25,TIENDA_002,647.75,CARD,False,COMPLETED
TX_00012469,CUST_02971,2024-10-25,TIENDA_002,240.29,CARD,True,RETURNED
TX_00012470,,2024-10-25,TIENDA_002,170.69,CARD,False,COMPLETED
TX_00012471,,2024-10-25,TIENDA_002,57.03,DIGITAL,False,COMPLETED
TX_00012472,,2024-10-25,TIENDA_002,164.35,CARD,False,COMPLETED
TX_00012473,CUST_00043,2024-10-25,TIENDA_002,464.85,CARD,True,COMPLETED
TX_00012474,,2024-10-25,TIENDA_002,23.13,DIGITAL,False,COMPLETED
TX_00012475,CUST_00027,2024-10-25,TIENDA_002,294.86,CARD,True,RETURNED
TX_00012476,,2024-10-25,TIENDA_002,68.35,CARD,False,COMPLETED
TX_00012477,,2024-10-25,TIENDA_002,216.07,CASH,False,RETURNED
TX_00012478,,2024-10-25,TIENDA_002,284.5,CASH,False,COMPLETED
TX_00012479,,2024-10-26,TIENDA_002,34.95,CASH,False,COMPLETED
TX_00012480,CUST_02871,2024-10-26,TIENDA_002,328.02,CASH,True,COMPLETED
TX_00012481,,2024-10-26,TIENDA_002,103.07,CASH,False,COMPLETED
TX_00012482,,2024-10-26,TIENDA_002,941.87,CARD,False,COMPLETED
TX_00012483,CUST_02573,2024-10-26,TIENDA_002,116.13,CARD,True,COMPLETED
TX_00012484,,2024-10-26,TIENDA_002,119.33,CASH,False,COMPLETED
TX_00012485,CUST_01496,2024-10-26,TIENDA_002,234.33,CARD,True,COMPLETED
TX_00012486,,2024-10-26,TIENDA_002,425.35,CARD,False,COMPLETED
TX_00012487,,2024-10-26,TIENDA_002,32.8,CARD,False,COMPLETED
TX_00012488,,2024-10-26,TIENDA_002,23.45,CARD,False,COMPLETED
TX_00012489,,2024-10-26,TIENDA_002,267.3,CASH,False,COMPLETED
TX_00012490,,2024-10-26,TIENDA_002,63.15,CASH,False,COMPLETED
TX_00012491,,2024-10-26,TIENDA_002,238.09,CASH,False,COMPLETED
TX_00012492,CUST_00928,2024-10-26,TIENDA_002,211.13,CARD,True,COMPLETED
TX_00012493,,2024-10-26,TIENDA_002,153.7,CASH,False,COMPLETED
TX_00012494,,2024-10-26,TIENDA_002,84.85,CARD,False,COMPLETED
TX_00012495,,2024-10-26,TIENDA_002,81.43,CARD,False,COMPLETED
TX_00012496,CUST_01377,2024-10-26,TIENDA_002,221.15,CARD,True,COMPLETED
TX_00012497,CUST_02423,2024-10-27,TIENDA_002,94.46,CARD,True,COMPLETED
TX_00012498,,2024-10-27,TIENDA_002,322.33,CARD,False,COMPLETED
TX_00012499,CUST_01914,2024-10-27,TIENDA_002,581.68,CASH,True,COMPLETED
TX_00012500,,2024-10-27,TIENDA_002,102.91,CARD,False,COMPLETED
TX_00012501,CUST_00707,2024-10-27,TIENDA_002,147.15,CASH,True,COMPLETED
TX_00012502,CUST_02283,2024-10-27,TIENDA_002,57.59,CARD,True,COMPLETED
TX_00012503,,2024-10-27,TIENDA_002,36.78,CARD,False,RETURNED
TX_00012504,,2024-10-27,TIENDA_002,255.66,DIGITAL,False,COMPLETED
TX_00012505,CUST_01128,2024-10-27,TIENDA_002,131.04,CARD,True,COMPLETED
TX_00012506,CUST_00774,2024-10-27,TIENDA_002,337.0,CARD,True,COMPLETED
TX_00012507,CUST_01317,2024-10-27,TIENDA_002,35.17,DIGITAL,True,COMPLETED
